Gene,ensembl_ids
AC093752.2,ENSG00000250950
HSPA4L,ENSG00000164070
AC078881.1,ENSG00000250131
PDLIM3,ENSG00000154553
AC099499.2,
MRPS30-DT,
AC008966.2,ENSG00000272123
THBS4,ENSG00000113296
AC010260.1,ENSG00000251675
LINC01949,ENSG00000233828
AC022092.1,ENSG00000249639
AC113361.1,ENSG00000272255
PLAC8L1,ENSG00000173261
ATP10B,ENSG00000118322
AC008637.1,
LINC01962,ENSG00000248473
AL138831.2,ENSG00000272248
AL031123.1,ENSG00000226281
DSP,ENSG00000096696
AL357497.1,ENSG00000235051
AL023583.1,ENSG00000272209
HIST1H3C,ENSG00000278272
AL645939.4,ENSG00000270896
TRIM31,ENSG00000204616
DDX39B-AS1,ENSG00000234006
COL11A2,ENSG00000204248
SPDEF,ENSG00000124664
KIF6,ENSG00000164627
AL136131.3,ENSG00000272114
LINC00271,ENSG00000231028
AL355304.1,ENSG00000232618
AL391863.2,ENSG00000234361
AL121935.1,
AFDN-DT,
AC004948.1,ENSG00000272745
AC073072.1,ENSG00000179428
AC005537.1,ENSG00000232006
C7orf57,ENSG00000164746
AC006329.1,ENSG00000232445
AC005096.1,ENSG00000259294
AC016831.6,ENSG00000271522
AC009542.1,ENSG00000231794
RAB19,ENSG00000146955
TRBV6-1,ENSG00000211706
TRBV4-2,ENSG00000211745
TRBV12-3,
TRBV30,ENSG00000237254
AC073529.1,ENSG00000234129
XK,ENSG00000047597
AC115618.1,ENSG00000204620
CACNA1F,ENSG00000102001
EDA2R,ENSG00000131080
AL157700.1,ENSG00000260118
POF1B,ENSG00000124429
GLUD2,ENSG00000182890
AL359851.1,ENSG00000260585
SMIM10L2B,ENSG00000196972
KBTBD11-OT1,ENSG00000253696
DEFB1,ENSG00000164825
TNFRSF10A-AS1,ENSG00000253930
SDR16C5,ENSG00000170786
AC068389.4,ENSG00000255321
PKIA-AS1,ENSG00000254266
CHMP4C,ENSG00000164695
MIR3150BHG,
AP001330.5,ENSG00000271882
MAL2,ENSG00000253972
ARC,ENSG00000198576
MAFA,ENSG00000182759
GPT,ENSG00000167701
SLC1A1,ENSG00000106688
SAXO1,ENSG00000155875
DMRTA1,ENSG00000176399
AQP7,ENSG00000165269
MAMDC2-AS1,ENSG00000204706
ROR2,ENSG00000169071
AL158207.2,ENSG00000230684
AK8,ENSG00000165695
CCDC183-AS1,ENSG00000228544
AC136475.8,ENSG00000270105
HBG2,ENSG00000196565
AC116535.1,ENSG00000246308
NAV2,ENSG00000166833
NAV2-AS3,ENSG00000254542
AC131571.1,ENSG00000228061
AC090589.2,ENSG00000255520
AP001363.2,ENSG00000257058
MIR194-2HG,ENSG00000229719
RHOD,ENSG00000173156
TENM4,ENSG00000149256
AP004147.1,ENSG00000250493
AL160291.1,ENSG00000262412
BX547991.1,ENSG00000264404
AC022390.1,ENSG00000254271
JMJD1C-AS1,ENSG00000272767
AC073389.3,ENSG00000272791
AC022400.7,ENSG00000279088
LDB3,ENSG00000122367
ADIRF,ENSG00000148671
AL731566.2,ENSG00000276742
SLC2A14,ENSG00000173262
PZP,ENSG00000126838
MANSC4,ENSG00000205693
C12orf40,ENSG00000180116
AC121338.1,ENSG00000205537
AC068987.4,ENSG00000261586
SOAT2,ENSG00000167780
LINC02381,ENSG00000250742
AC078778.1,ENSG00000257596
CYP27B1,ENSG00000111012
C12orf56,ENSG00000185306
AC089998.4,ENSG00000258170
AC007622.2,ENSG00000258136
PLA2G1B,ENSG00000170890
SMIM2-AS1,ENSG00000227258
AL138963.1,ENSG00000228886
FAM124A,ENSG00000150510
MYO16,ENSG00000041515
AL139385.1,ENSG00000275880
TRAV1-2,ENSG00000256553
TRAV8-1,ENSG00000211782
TRAV8-6,ENSG00000211795
TRAV22,ENSG00000211802
TRAV26-2,ENSG00000211812
TRAV34,ENSG00000211813
TRAV41,ENSG00000211820
LINC01551,ENSG00000186960
SEC23A-AS1,ENSG00000258651
AL122035.1,ENSG00000258824
PGF,ENSG00000119630
AL357093.1,ENSG00000258699
FOXN3-AS2,ENSG00000259073
LINC02312,ENSG00000258869
MEG8,ENSG00000225746
EXOC3L4,ENSG00000205436
AL583810.1,ENSG00000258593
IGHV4-34,ENSG00000211956
GREM1,ENSG00000166923
AC037198.2,ENSG00000276107
RAD51,ENSG00000051180
ITPKA,ENSG00000137825
SLC28A2,ENSG00000137860
AC084756.1,ENSG00000259684
AC021752.1,ENSG00000273674
AC090260.1,ENSG00000260988
KIAA1024,ENSG00000169330
AC023034.1,ENSG00000259594
AC104041.1,ENSG00000259692
CPEB1,ENSG00000214575
ACAN,ENSG00000157766
ZNF774,ENSG00000196391
RGMA,ENSG00000182175
FAM169B,ENSG00000283597
CASKIN1,ENSG00000167971
SMIM22,ENSG00000267795
NAGPA-AS1,ENSG00000267072
EMP2,ENSG00000213853
AC099489.3,ENSG00000262999
AC138932.5,ENSG00000275910
AC109460.4,ENSG00000261552
AC135048.3,ENSG00000275263
MYLK3,ENSG00000140795
CNGB1,ENSG00000070729
AC027682.2,ENSG00000259945
AC009095.1,ENSG00000237718
AC092718.3,ENSG00000260643
AC092718.6,ENSG00000261838
WFDC1,ENSG00000103175
AC092145.1,ENSG00000261471
AC138028.6,ENSG00000278341
PABPN1L,ENSG00000205022
LINC00304,ENSG00000180422
AC010538.1,ENSG00000275734
AC087392.5,ENSG00000277491
AC087292.1,ENSG00000263165
SLC52A1,ENSG00000132517
ATP1B2,ENSG00000129244
HES7,ENSG00000179111
C17orf98,ENSG00000275489
ZNF385C,ENSG00000187595
CR936218.1,ENSG00000262372
WNT3,ENSG00000108379
AC018521.7,ENSG00000266821
AC091180.2,ENSG00000248714
AC080038.2,ENSG00000277463
AC015802.4,ENSG00000267546
AC027601.4,ENSG00000276101
AC145207.6,ENSG00000263859
CHMP1B-AS1,ENSG00000267165
AC007922.1,ENSG00000264695
AC100778.3,ENSG00000265182
AC104971.3,ENSG00000267579
AC104365.3,ENSG00000267705
FAM69C,ENSG00000187773
AC093330.1,ENSG00000266844
AL049634.2,ENSG00000260861
AL121890.2,ENSG00000276768
MMP24,ENSG00000125966
STK4-AS1,ENSG00000227477
LINC01754,ENSG00000224565
AL354813.1,ENSG00000255438
LINC01270,ENSG00000203999
PLPP2,ENSG00000141934
GRIN3B,ENSG00000116032
CIRBP-AS1,ENSG00000267493
PLIN4,ENSG00000167676
DPP9-AS1,ENSG00000205790
AC022517.1,ENSG00000267550
LINC01841,ENSG00000266913
OR7C1,ENSG00000127530
LGALS14,ENSG00000006659
ZNF112,ENSG00000062370
EXOC3L2,ENSG00000283632
MEIS3,ENSG00000105419
AC010325.1,ENSG00000261341
C19orf84,ENSG00000262874
CACNG8,ENSG00000142408
AC245052.7,ENSG00000269524
AC006116.8,ENSG00000267549
PEG3,ENSG00000198300
AC006547.2,ENSG00000243762
DRICH1,ENSG00000189269
AL022323.3,ENSG00000279085
AL096701.3,ENSG00000240591
C22orf42,ENSG00000205856
AL008723.3,ENSG00000273325
AL021877.2,ENSG00000280356
Z98885.2,ENSG00000260613
FP236383.3,
MIS18A-AS1,ENSG00000227256
LINC01679,ENSG00000237989
AP001059.1,ENSG00000232010
LINC01342,ENSG00000223823
AL391650.1,ENSG00000236782
FNDC5,ENSG00000160097
AL357078.3,ENSG00000272506
AL513493.1,
ERICH3,ENSG00000178965
AL078459.1,ENSG00000223653
AC104836.1,ENSG00000189195
AC000032.1,ENSG00000260246
AC244021.1,ENSG00000227082
LINC01719,ENSG00000233396
AL590133.2,ENSG00000259357
THEM5,ENSG00000196407
TCHH,ENSG00000159450
PMF1-BGLAP,ENSG00000260238
ILDR2,ENSG00000143195
AL359265.3,ENSG00000236021
OCLM,ENSG00000262180
AL358473.1,ENSG00000229191
LINC01352,ENSG00000238078
AL359764.1,ENSG00000225554
AC107081.2,ENSG00000236498
AC006030.1,ENSG00000264324
AC103563.7,ENSG00000233850
AC009237.14,ENSG00000272913
IL1RL2,ENSG00000115598
IL1A,ENSG00000115008
SCN2A,ENSG00000136531
AC007272.1,ENSG00000232719
NYAP2,ENSG00000144460
AC097662.1,ENSG00000236432
KCNJ13,ENSG00000115474
AC068313.1,ENSG00000270207
LINC01980,ENSG00000225548
AC105935.1,ENSG00000228008
FAM3D,ENSG00000198643
AC020651.1,ENSG00000249474
TAGLN3,ENSG00000144834
AC080013.6,ENSG00000272440
AC090425.2,ENSG00000272910
AC007687.1,ENSG00000270178
AC124944.1,ENSG00000226155
AC024560.1,ENSG00000236833
AFAP1-AS1,ENSG00000272620
AC104078.1,ENSG00000247193
PDGFRA,ENSG00000134853
CXCL11,ENSG00000169248
BMP3,ENSG00000152785
RNF150,ENSG00000170153
AC092611.1,ENSG00000251455
GALNTL6,ENSG00000174473
FAM149A,ENSG00000109794
AC139792.1,ENSG00000271771
OSMR,ENSG00000145623
LINC02197,ENSG00000250387
ADGRV1,ENSG00000164199
AC004039.1,ENSG00000230612
SPRY4-AS1,ENSG00000231185
LINC01844,ENSG00000236714
SH3TC2,ENSG00000169247
AC106801.1,ENSG00000253519
AC136604.3,ENSG00000250999
SLC17A3,ENSG00000124564
ZFP57,ENSG00000204644
HCG20,ENSG00000228022
KCNK5,ENSG00000164626
MOCS1,ENSG00000124615
AL109615.2,ENSG00000231881
AL353596.1,ENSG00000232876
SOD2.1,
SLC22A1,ENSG00000175003
AL354892.2,ENSG00000232640
AC007029.1,ENSG00000271185
INHBA,ENSG00000122641
LINC01952,ENSG00000234183
ZNF727,ENSG00000214652
ATP6V1FNB,
TRBV6-5,ENSG00000211721
AL732314.6,
AC079171.1,ENSG00000261030
AC016405.2,ENSG00000272043
AL356489.3,
FAM189A2,ENSG00000135063
AC011092.2,ENSG00000255476
CST6,ENSG00000175315
AP006287.2,ENSG00000255038
AP000808.1,ENSG00000250508
COLCA1,ENSG00000196167
AP003392.3,ENSG00000255114
TUBB8,ENSG00000261456
ADARB2,ENSG00000185736
AL731533.2,ENSG00000273001
AL133415.1,ENSG00000234961
AL390961.2,ENSG00000234296
SFTPD-AS1,ENSG00000273372
ACTA2-AS1,ENSG00000180139
LINC01374,
SEMA4G,ENSG00000095539
CFAP58,ENSG00000120051
EDRF1-AS1,ENSG00000236991
U47924.3,ENSG00000275703
LINC02367,ENSG00000260423
TMEM52B,ENSG00000165685
AC010168.1,ENSG00000214772
AC012150.2,ENSG00000275278
LINC02555,ENSG00000260943
FAIM2,ENSG00000135472
AC034102.5,ENSG00000257809
AC073525.1,ENSG00000257434
AC083806.2,ENSG00000274554
AC002070.1,ENSG00000248636
C1QTNF9,ENSG00000240654
TNFSF11,ENSG00000120659
AL365394.1,
AL356740.1,ENSG00000267868
NPAS3,ENSG00000151322
TOMM20L,ENSG00000196860
HIF1A-AS2,ENSG00000258667
AL157955.1,ENSG00000258407
IGHV3-30,ENSG00000270550
GOLGA6L7,
LINC02249,ENSG00000225930
GOLGA8O,ENSG00000206127
PLA2G4B,ENSG00000243708
DUOX2,ENSG00000140279
ALDH1A2,ENSG00000128918
FOXB1,ENSG00000171956
LRRC49,ENSG00000137821
WDR93,ENSG00000140527
MSLN,ENSG00000102854
AC092287.1,ENSG00000260352
TMC5,ENSG00000103534
ZNF843,ENSG00000176723
AC007496.2,ENSG00000261630
BEAN1-AS1,ENSG00000261656
AC040162.3,ENSG00000263126
AC092127.1,ENSG00000260417
OR1A1,ENSG00000172146
OR3A2,ENSG00000221882
AC005410.2,ENSG00000266368
AC007952.6,ENSG00000262319
TBC1D3D,ENSG00000274419
AC006449.3,ENSG00000275665
ZPBP2,ENSG00000186075
AC091180.3,ENSG00000250186
AC080038.1,ENSG00000274565
EVPL,ENSG00000167880
AC061992.1,ENSG00000266970
AP001178.2,ENSG00000265490
DLGAP1,ENSG00000170579
AC025887.2,
AC012254.3,ENSG00000267724
LINC00656,ENSG00000233746
AL139352.1,
WFDC2,ENSG00000101443
SALL4,ENSG00000101115
AL357033.3,ENSG00000276317
AC011498.1,ENSG00000267011
CCL25,ENSG00000131142
FFAR3,ENSG00000185897
PTOV1-AS2,ENSG00000269352
AC012313.5,ENSG00000268912
TBX1,ENSG00000184058
CABP7,ENSG00000100314
AL008582.1,ENSG00000273424
EFCAB6,ENSG00000186976
SMC1B,ENSG00000077935
AP000251.1,ENSG00000237594
CLIC6,ENSG00000159212
TP73,ENSG00000078900
AL139423.1,ENSG00000272078
AL020998.1,ENSG00000226664
AL031432.1,ENSG00000231953
KCNQ4,ENSG00000117013
TEX38,ENSG00000186118
GBP6,ENSG00000183347
F3,ENSG00000117525
MAB21L3,ENSG00000173212
LINC01762,ENSG00000233154
IGSF3,ENSG00000143061
RGSL1,ENSG00000121446
RGS13,ENSG00000127074
AC104463.2,ENSG00000226862
HLX-AS1,ENSG00000257551
KCNK1,ENSG00000135750
AL391832.1,ENSG00000237520
OR2L5,ENSG00000197454
DRC1,ENSG00000157856
AC073046.1,ENSG00000235499
EVA1A,ENSG00000115363
ADRA2B,ENSG00000274286
AC007364.1,ENSG00000231969
MAP3K20-AS1,ENSG00000238133
NPPC,ENSG00000163273
KLHL30,ENSG00000168427
AC093802.1,ENSG00000220256
ANO7,ENSG00000146205
AC114730.1,ENSG00000215692
AC087430.1,ENSG00000235158
AC022007.1,ENSG00000206567
AC022001.3,ENSG00000272483
AC104452.1,ENSG00000283189
AMIGO3,ENSG00000176020
DNAH12,ENSG00000174844
SLC12A8,ENSG00000221955
FAM47E,ENSG00000189157
AC083829.2,
AC093752.3,ENSG00000260091
TKTL2,ENSG00000151005
AC026740.1,ENSG00000271781
LINC02228,ENSG00000251273
LINC02211,ENSG00000245662
LRRC70,ENSG00000186105
PRR16,ENSG00000184838
FSTL4,ENSG00000053108
SAP30L-AS1,ENSG00000245275
FNDC9,ENSG00000172568
ADAMTS2,ENSG00000087116
AL645929.2,
GRM4,ENSG00000124493
AL121574.1,ENSG00000225945
TREM2,ENSG00000095970
TCTE1,ENSG00000146221
AL133406.2,ENSG00000231628
LINC02526,ENSG00000229654
LINC02518,ENSG00000232316
PLN,ENSG00000198523
AL590006.1,ENSG00000227945
SDK1,ENSG00000146555
AC005154.6,ENSG00000281039
HYAL4,ENSG00000106302
AC010973.2,ENSG00000244151
ANOS1,ENSG00000011201
DANT2,ENSG00000235244
AC026979.1,ENSG00000241511
AP006545.2,ENSG00000272128
SAMD12-AS1,ENSG00000281641
AC091563.1,ENSG00000254343
FAM83A-AS1,ENSG00000204949
TG,ENSG00000042832
ERICD,
AC067930.1,ENSG00000254144
TMEM249,ENSG00000261587
ORM1,ENSG00000229314
CFAP157,ENSG00000160401
AL590708.1,
AL157938.2,ENSG00000236986
PKP3,ENSG00000184363
TTC36,ENSG00000172425
PCAT5,ENSG00000280719
AL132657.1,ENSG00000226578
NPFFR1,ENSG00000148734
COL17A1,ENSG00000065618
RBP5,ENSG00000139194
AC092111.1,ENSG00000275367
AC010186.1,ENSG00000256442
TAS2R19,ENSG00000212124
AC079601.1,ENSG00000257225
KRT80,ENSG00000167767
AC135279.3,ENSG00000277895
C12orf50,ENSG00000165805
DCN,ENSG00000011465
TBX3,ENSG00000135111
AC069234.4,ENSG00000276188
CLIP1-AS1,ENSG00000257097
GJB2,ENSG00000165474
WASF3-AS1,ENSG00000237001
USP12-AS2,ENSG00000230641
AL136526.1,ENSG00000280169
AL133485.1,ENSG00000258843
NID2,ENSG00000087303
GPX2,ENSG00000176153
AL355076.2,ENSG00000258760
AL133370.1,ENSG00000258837
SMOC1,ENSG00000198732
FLRT2,ENSG00000185070
EML1,ENSG00000066629
LBHD2,
IGHV3-21,ENSG00000211947
AC013652.1,ENSG00000259345
SERINC4,ENSG00000184716
AC025580.2,ENSG00000259354
AC087632.1,ENSG00000259316
AL031709.1,ENSG00000260425
AC106820.2,ENSG00000259895
TEKT5,ENSG00000153060
AC138904.1,ENSG00000246465
ATP2A1,ENSG00000196296
AC106782.6,ENSG00000274653
DRC7,ENSG00000159625
CDH5,ENSG00000179776
AC004943.1,ENSG00000259209
FA2H,ENSG00000103089
AC092718.8,ENSG00000284512
NECAB2,ENSG00000103154
CA5A,ENSG00000174990
AC090617.3,ENSG00000262402
AC015921.1,ENSG00000262884
AC026954.2,
AC016876.3,ENSG00000276384
AC005304.3,ENSG00000266744
AC098850.1,ENSG00000231458
AC015818.2,ENSG00000260907
AC090774.3,ENSG00000265790
KCNJ12,ENSG00000184185
AC104984.6,ENSG00000266987
SLC35G3,ENSG00000164729
AC021491.4,ENSG00000275897
AC005828.3,ENSG00000263644
PPP1R27,ENSG00000182676
AP000919.2,ENSG00000265907
MOCOS,ENSG00000075643
PDYN-AS1,ENSG00000233896
BMP2,ENSG00000125845
AL121761.2,ENSG00000268628
AL121894.2,ENSG00000270001
AL035252.2,ENSG00000230725
AL031673.1,ENSG00000278383
AL133230.1,ENSG00000232043
AL035541.1,ENSG00000227297
ONECUT3,ENSG00000205922
ZNF556,ENSG00000172000
AC119403.1,ENSG00000253392
AC005339.1,ENSG00000268565
AC008759.3,ENSG00000277587
NOTCH3,ENSG00000074181
AC004597.1,ENSG00000268673
AC020913.1,ENSG00000268056
KCNN1,ENSG00000105642
AC005759.1,ENSG00000268650
HOMER3-AS1,
AC020907.3,ENSG00000269303
HAMP,ENSG00000105697
FBXO27,ENSG00000161243
KLC3,ENSG00000104892
AC026803.2,ENSG00000267898
SYT5,ENSG00000129990
IGLV6-57,ENSG00000211640
IGLV1-44,ENSG00000211651
IGLV2-11,ENSG00000211668
GGT5,ENSG00000099998
AP000355.1,ENSG00000228923
AL022326.1,ENSG00000224794
EP300-AS1,ENSG00000231993
MOV10L1,ENSG00000073146
AP000282.1,ENSG00000227757
AL390719.2,ENSG00000272141
LINC02574,
AL355816.1,ENSG00000272982
LINC01750,ENSG00000231437
AL445231.1,ENSG00000236137
AL445483.1,ENSG00000260088
MYBPH,ENSG00000133055
OR2C3,ENSG00000196242
TRAPPC12-AS1,ENSG00000225234
LINC00487,ENSG00000205837
AC020594.1,ENSG00000237133
AC007881.2,ENSG00000236469
EGR4,ENSG00000135625
AC073263.1,ENSG00000217702
GCC2-AS1,ENSG00000214184
INHBB,ENSG00000163083
CCDC148,ENSG00000153237
LINC00607,ENSG00000235770
AC079834.2,ENSG00000272944
ARPP21,ENSG00000172995
SIAH2-AS1,ENSG00000244265
MSX1,ENSG00000163132
SORCS2,ENSG00000184985
LINC01088,ENSG00000249307
AC114781.2,ENSG00000250057
AC019077.1,ENSG00000214559
RBM46,ENSG00000151962
WWC2-AS2,ENSG00000251359
GDNF,ENSG00000168621
AC010280.2,ENSG00000248884
SPATA9,ENSG00000145757
C5orf58,ENSG00000234511
SLC44A4,ENSG00000204385
HLA-DQB1-AS1,ENSG00000223534
APOBEC2,ENSG00000124701
C6orf223,ENSG00000181577
LINC02541,ENSG00000230943
AC007285.1,ENSG00000227014
ADCY1,ENSG00000164742
AC093799.1,ENSG00000213455
SLC26A5,ENSG00000170615
AC073130.2,ENSG00000243243
LLCFC1,
FAM9B,ENSG00000177138
PPEF1,ENSG00000086717
AL109797.1,ENSG00000223714
INTS6L-AS1,ENSG00000225235
AVPR2,ENSG00000126895
AC010857.1,ENSG00000272479
LY6K,ENSG00000160886
AL159169.3,ENSG00000273399
AL445623.2,ENSG00000283982
AL356489.2,ENSG00000260947
ANKRD20A3,ENSG00000276203
WNK2,ENSG00000165238
AL359182.2,ENSG00000230013
AL158151.4,ENSG00000268707
GRIN1,ENSG00000176884
TMEM210,ENSG00000185863
AC136475.7,ENSG00000270030
OR52N4,ENSG00000181074
SCUBE2,ENSG00000175356
PGA3,ENSG00000229859
MAJIN,ENSG00000168070
AP002761.1,ENSG00000215841
AP001001.1,ENSG00000254433
SCN4B,ENSG00000177098
NTM,ENSG00000182667
FRMPD2,ENSG00000170324
AL592430.1,ENSG00000232682
TACR2,ENSG00000075073
ADAMTS14,ENSG00000138316
CNNM1,ENSG00000119946
NANOG,ENSG00000111704
AC023790.2,ENSG00000255621
RASSF8-AS1,ENSG00000246695
KRT81,ENSG00000205426
MUCL1,ENSG00000172551
AC025165.4,ENSG00000269903
AC008149.1,ENSG00000258177
LINC00545,ENSG00000236094
DLEU7-AS1,ENSG00000237152
LINC02284,ENSG00000259719
AC005476.2,ENSG00000259146
AL157871.2,ENSG00000258521
IGHV5-51,ENSG00000211966
TRPM1,ENSG00000134160
AC109630.1,ENSG00000259269
SLC24A5,ENSG00000188467
C2CD4B,ENSG00000205502
DNM1P35,ENSG00000246877
AC021422.1,ENSG00000278370
AC118658.1,ENSG00000259424
AC140725.1,ENSG00000259553
AL022341.1,ENSG00000228201
CEMP1,ENSG00000205923
AC003965.1,ENSG00000263280
SLC5A11,ENSG00000158865
CAPNS2,ENSG00000256812
MMP15,ENSG00000102996
KCTD19,ENSG00000168676
AC130343.1,ENSG00000262791
AC091153.4,ENSG00000261898
AC055811.3,ENSG00000266498
MFAP4,ENSG00000166482
COL1A1,ENSG00000108821
AC087289.2,ENSG00000267342
TXNDC2,ENSG00000168454
AC090912.2,ENSG00000266850
AC007998.4,ENSG00000275512
RNF152,ENSG00000176641
AC091138.1,ENSG00000263958
C18orf65,ENSG00000275763
AC021594.2,ENSG00000267780
SLC32A1,ENSG00000101438
AC004528.2,ENSG00000274177
ANKRD24,ENSG00000089847
TEX45,ENSG00000198723
RGL3,ENSG00000205517
AC011443.1,ENSG00000269172
AC245052.4,ENSG00000237017
AL008635.1,ENSG00000273176
TMPRSS6,ENSG00000187045
Z82243.1,ENSG00000273243
AP000569.1,ENSG00000273102
PRDM16,ENSG00000142611
LINC00337,ENSG00000225077
AL034417.2,ENSG00000238290
LINC01759,ENSG00000234546
DISP3,ENSG00000204624
FOXO6,ENSG00000204060
AC104170.2,ENSG00000238140
AL603840.1,ENSG00000234810
SLC44A3,ENSG00000143036
PLPPR4,ENSG00000117600
INKA2,
AL592494.1,ENSG00000228826
AC234582.1,ENSG00000231064
KIAA1614,ENSG00000135835
NMNAT2,ENSG00000157064
AL096803.3,ENSG00000273198
ATP6V1G3,ENSG00000151418
AL590648.3,ENSG00000237980
AL591848.4,ENSG00000260855
C2orf50,ENSG00000150873
ARHGEF33,ENSG00000214694
CCDC74A,ENSG00000163040
MPP4,ENSG00000082126
AC107027.1,ENSG00000248468
AC107067.1,ENSG00000246375
GYPB,ENSG00000250361
AC097534.1,ENSG00000248774
VEGFC,ENSG00000150630
LINC02427,ENSG00000271538
TERT,ENSG00000164362
IRX2,ENSG00000170561
AC034229.1,ENSG00000249807
LINC02218,ENSG00000249662
LINC01948,ENSG00000248727
AC092343.1,ENSG00000247345
SV2C,ENSG00000122012
AC008667.4,ENSG00000271792
PCDHGA5,ENSG00000253485
LINC01411,ENSG00000249306
AL137003.1,ENSG00000229931
PRL,ENSG00000172179
ZSCAN23,ENSG00000187987
ZNF311,ENSG00000197935
CFB,ENSG00000243649
HLA-DQA2,ENSG00000237541
LRFN2,ENSG00000156564
WISP3,ENSG00000112761
KIAA0408,ENSG00000189367
HOTTIP,ENSG00000243766
NACAD,ENSG00000136274
MLXIPL,ENSG00000009950
UPK3B,ENSG00000243566
VGF,ENSG00000128564
SLC26A4-AS1,ENSG00000233705
LMOD2,ENSG00000170807
MAOA,ENSG00000189221
SYP-AS1,ENSG00000237341
AKAP14,ENSG00000186471
AC244197.2,ENSG00000238039
AC079193.2,ENSG00000249258
CTHRC1,ENSG00000164932
LINC02055,ENSG00000254101
AL354707.2,ENSG00000229611
AL354694.1,ENSG00000273056
MYORG,
FRMPD1,ENSG00000070601
PALM2,ENSG00000243444
AL390067.1,ENSG00000226609
DBH,ENSG00000123454
HPX,ENSG00000110169
AC090092.1,ENSG00000255418
AC087521.2,ENSG00000246250
OR5AS1,ENSG00000181785
OR9Q1,ENSG00000186509
TPBGL,ENSG00000261594
AP002518.1,ENSG00000256195
AP001893.1,ENSG00000254694
IDI2,ENSG00000148377
CCDC3,ENSG00000151468
C1QL3,ENSG00000165985
AL158211.2,ENSG00000271981
AL354950.2,ENSG00000275327
AC244131.2,ENSG00000275119
PDE3A,ENSG00000172572
AC138123.1,ENSG00000256393
GLT8D2,ENSG00000120820
PSPC1-AS2,ENSG00000226352
LINC00332,ENSG00000230710
AL512506.3,ENSG00000281883
LINC02313,ENSG00000258474
AC007182.1,ENSG00000224721
AL133279.1,ENSG00000258538
IGHV1-2,ENSG00000211934
CHRM5,ENSG00000184984
CILP,ENSG00000138615
MEGF11,ENSG00000157890
UBE2Q2L,ENSG00000259511
TTLL13P,ENSG00000213471
CRTC3-AS1,ENSG00000259736
Z92544.1,ENSG00000260394
IGFALS,ENSG00000099769
AC022167.4,ENSG00000261481
LINC02195,ENSG00000236481
TRIM72,ENSG00000177238
AC007608.1,ENSG00000205414
AC009090.3,ENSG00000276663
AC116667.2,ENSG00000284675
OR1D2,ENSG00000184166
OR3A3,ENSG00000159961
SPATA22,ENSG00000141255
AC134669.1,ENSG00000263535
TMEM132E,ENSG00000181291
AC243829.2,ENSG00000276241
AC243654.1,ENSG00000273965
RUNDC3A,ENSG00000108309
PHOSPHO1,ENSG00000173868
KCNH6,ENSG00000173826
AC022966.1,ENSG00000267355
AC016245.1,ENSG00000262833
SLC14A2,ENSG00000132874
MYO5B,ENSG00000167306
LINC00237,ENSG00000225127
SLC13A3,ENSG00000158296
AC092068.1,ENSG00000267214
PTGER1,ENSG00000160951
TMEM221,ENSG00000188051
AD000671.3,ENSG00000267439
PCAT19,ENSG00000267107
IL11,ENSG00000095752
AC005261.2,ENSG00000268205
LRRC74B,ENSG00000187905
AC005005.3,ENSG00000273387
FBLN1,ENSG00000077942
AL117328.2,ENSG00000279494
SMIM34B,
AP000223.1,ENSG00000260583
CSMD2,ENSG00000121904
AL138930.1,ENSG00000234425
ANKRD53,ENSG00000144031
ACVR2B-AS1,ENSG00000229589
AC099329.1,ENSG00000235288
STX19,ENSG00000178750
ATP1B3-AS1,ENSG00000244124
LINC00885,ENSG00000224652
AC069200.1,ENSG00000273257
TRPC3,ENSG00000138741
FHDC1,ENSG00000137460
AC116312.1,ENSG00000272411
OR2B6,ENSG00000124657
SAMD5,ENSG00000203727
SPATC1,ENSG00000186583
AL391987.4,ENSG00000235659
AL160269.1,
AL133284.1,ENSG00000230894
KRTAP5-2,ENSG00000205867
PDE2A,ENSG00000186642
PIH1D2,ENSG00000150773
OR13A1,ENSG00000256574
ZNF503-AS1,ENSG00000226051
AL139124.1,ENSG00000273450
AC046130.1,ENSG00000245482
AC008083.1,ENSG00000257925
LRP1-AS,ENSG00000259125
AVPR1A,ENSG00000166148
AC010201.2,ENSG00000271327
RFX4,ENSG00000111783
GJA3,ENSG00000121743
TRAV24,ENSG00000211805
PRKD1,ENSG00000184304
LINC00520,ENSG00000258791
AL133467.2,ENSG00000258927
AL157871.1,ENSG00000258504
IGHV3-49,ENSG00000211965
AC026150.1,ENSG00000260693
AC104938.1,ENSG00000260037
AC021483.2,ENSG00000261229
MTRNR2L4,ENSG00000232196
AC020558.1,ENSG00000264666
CCL8,ENSG00000108700
AC243830.1,ENSG00000275613
HMSD,ENSG00000221887
FAM182B,ENSG00000175170
ELAVL3,ENSG00000196361
CYP4F12,ENSG00000186204
AC008764.3,ENSG00000268309
USHBP1,ENSG00000130307
ZNF730,ENSG00000183850
AC010300.1,ENSG00000267934
AF038458.2,ENSG00000267388
AL031587.3,
FTCD,ENSG00000160282
CFAP74,ENSG00000142609
AL139246.1,ENSG00000224387
AL031283.2,ENSG00000233485
RAP1GAP,ENSG00000076864
PTPRU,ENSG00000060656
AL139260.3,ENSG00000274944
MPL,ENSG00000117400
AL358075.2,ENSG00000227857
SGIP1,ENSG00000118473
AL354760.1,ENSG00000273483
AC243772.2,ENSG00000233030
AL590133.1,ENSG00000231073
AL139412.1,ENSG00000236947
